PMID,AuthorN,AuthorForename,AuthorLastname,AuthorInitials,AuthorAffiliation
28302486,4,Akira,Tamaoka,A,"Department of Neurology, Faculty of Medicine, University of Tsukuba, Tsukuba, Ibaraki 305-8575, Japan. Electronic address: atamaoka@md.tsukuba.ac.jp."
28302486,5,Wataru,Araki,W,"Department of Demyelinating Disease and Aging, National Institute of Neuroscience, NCNP, Kodaira, Tokyo 187-8502, Japan. Electronic address: araki@ncnp.go.jp."
28304295,1,Gurdeep,Marwarha,G,
28304295,2,Stephen,Rostad,S,
28304295,3,Jaclyn,Lilek,J,
28304295,4,Mason,Kleinjan,M,
28304295,5,Jared,Schommer,J,
28304295,6,Othman,Ghribi,O,
28315680,1,Jun Ki,Jang,JK,"Division of Life Sciences, Korea University, 1, 5-Ka, Anam-Dong, Sungbuk-Ku, Seoul 02841, Republic of Korea."
28315680,2,Ki Jun,Park,KJ,"Division of Life Sciences, Korea University, 1, 5-Ka, Anam-Dong, Sungbuk-Ku, Seoul 02841, Republic of Korea."
28315680,3,Jea Hwang,Lee,JH,"Division of Life Sciences, Korea University, 1, 5-Ka, Anam-Dong, Sungbuk-Ku, Seoul 02841, Republic of Korea."
28315680,4,Kwan Young,Ko,KY,"Division of Life Sciences, Korea University, 1, 5-Ka, Anam-Dong, Sungbuk-Ku, Seoul 02841, Republic of Korea."
28315680,5,Seongman,Kang,S,"Division of Life Sciences, Korea University, 1, 5-Ka, Anam-Dong, Sungbuk-Ku, Seoul 02841, Republic of Korea."
28315680,6,Ick Young,Kim,IY,"Division of Life Sciences, Korea University, 1, 5-Ka, Anam-Dong, Sungbuk-Ku, Seoul 02841, Republic of Korea. Electronic address: ickkim@korea.ac.kr."
28334857,1,Alex J,Clark,AJ,"Nuffield Department of Clinical Neurosciences, West Wing, John Radcliffe Hospital, Oxford, UK."
28334857,2,Malte S,Kaller,MS,"Nuffield Department of Clinical Neurosciences, West Wing, John Radcliffe Hospital, Oxford, UK."
28334857,3,Jorge,Galino,J,"Nuffield Department of Clinical Neurosciences, West Wing, John Radcliffe Hospital, Oxford, UK."
28334857,4,Hugh J,Willison,HJ,"Neuroimmunology Group, Institute of Infection, Immunity and Inflammation, College of Medical, Veterinary and Life Sciences, University of Glasgow, UK."
28334857,5,Simon,Rinaldi,S,"Nuffield Department of Clinical Neurosciences, West Wing, John Radcliffe Hospital, Oxford, UK."
28334857,6,David L H,Bennett,DLH,"Nuffield Department of Clinical Neurosciences, West Wing, John Radcliffe Hospital, Oxford, UK."
28359566,1,Yong,Shen,Y,"Neurodegenerative Disorder Research Center and Brain Bank, Material Science at Microscale National Laboratory, School of Life Sciences, Key Laboratory of Brain Function and Disease, Chinese Academy of Sciences, University of Science and Technology of China, Hefei; Center for Advanced, Therapeutic Strategies for Brain Disorders, Sarasota; Department of Neurology, University of Florida College of Medicine, Gainesville, Florida."
28359566,2,Haibo,Wang,H,"Roskamp Institute, Sarasota."
28359566,3,Qiying,Sun,Q,"Roskamp Institute, Sarasota."
28359566,4,Hailan,Yao,H,"Roskamp Institute, Sarasota."
28359566,5,Andrew P,Keegan,AP,"Memory Center, Sarasota."
28359566,6,Mike,Mullan,M,"Memory Center, Sarasota."
28359566,7,Jeffrey,Wilson,J,"Department of Economics, Arizona State University, Tempe, Arizona."
28359566,8,Simone,Lista,S,"Paris Institute of Translational Neurosciences IHU-A-ICM, Pitié-Salpêtrière University Hospital; AXA Research Fund & Université Pierre et Marie Curie Chair, Sorbonne Universités, Université Pierre et Marie Curie Paris 06, Inserm, CNRS, Institut du Cerveau et de la Moelle."
28359566,9,Thomas,Leyhe,T,"Department of Psychiatry and Psychotherapy, University Hospital of Tübingen, Tübingen; Center of Old Age Psychiatry, Psychiatric University Hospital, Basel, Switzerland."
28359566,10,Christoph,Laske,C,"Department of Psychiatry and Psychotherapy, University Hospital of Tübingen, Tübingen."
28359566,11,Dan,Rujescu,D,"Department of Psychiatry and Psychotherapy, Alzheimer Memorial Center, Ludwig-Maximilian University, Munich, Germany."
28359566,12,Allan,Levey,A,"Department of Neurology and Alzheimer's Disease Research Center, Emory University School of Medicine, Atlanta, Georgia."
28359566,13,Anders,Wallin,A,"Department of Neuroscience and Physiology, University of Gothenburg, Sahlgrenska University Hospital, Mölndal, Sweden."
28359566,14,Kaj,Blennow,K,"Department of Neuroscience and Physiology, University of Gothenburg, Sahlgrenska University Hospital, Mölndal, Sweden."
28359566,15,Rena,Li,R,"Beijing Anding Hospital, Capital Medical University & Beijing Key Laboratory of Mental Disorders, Beijing; Beijing Institute for Brain Disorders, Beijing, China; Center for Hormone Advanced Science and Education, Sarasota. Electronic address: rli@rfdn.org."
28359566,16,Harald,Hampel,H,"Paris Institute of Translational Neurosciences IHU-A-ICM, Pitié-Salpêtrière University Hospital; AXA Research Fund & Université Pierre et Marie Curie Chair, Sorbonne Universités, Université Pierre et Marie Curie Paris 06, Inserm, CNRS, Institut du Cerveau et de la Moelle; Département de Neurologie, Institut de la Mémoire et de la Maladie d'Alzheimer, Hôpital Pitié-Salpêtrière, Paris, France."
28359674,1,Riccardo,Innocenti,R,"Department of Chemistry ""Ugo Schiff"", University of Florence, Via della Lastruccia 13, 50019 Sesto Fiorentino, Florence, Italy."
28359674,2,Elena,Lenci,E,"Department of Chemistry ""Ugo Schiff"", University of Florence, Via della Lastruccia 13, 50019 Sesto Fiorentino, Florence, Italy."
28359674,3,Gloria,Menchi,G,"Department of Chemistry ""Ugo Schiff"", University of Florence, Via della Lastruccia 13, 50019 Sesto Fiorentino, Florence, Italy; Interdepartmental Center for Preclinical Development of Molecular Imaging (CISPIM), University of Florence, Viale Morgagni 85, 50134 Florence, Italy."
28359674,4,Alberto,Pupi,A,"Interdepartmental Center for Preclinical Development of Molecular Imaging (CISPIM), University of Florence, Viale Morgagni 85, 50134 Florence, Italy; Department of Clinical and Experimental Biomedical Science ""Mario Serio"", University of Florence, Largo Brambilla 3, 50134 Florence, Italy; Azienda Ospedaliera Universitaria Careggi (AOUC), Largo Brambilla 3, 50134 Florence, Italy."
28359674,5,Andrea,Trabocchi,A,"Department of Chemistry ""Ugo Schiff"", University of Florence, Via della Lastruccia 13, 50019 Sesto Fiorentino, Florence, Italy; Interdepartmental Center for Preclinical Development of Molecular Imaging (CISPIM), University of Florence, Viale Morgagni 85, 50134 Florence, Italy. Electronic address: andrea.trabocchi@unifi.it."
28370344,1,Christopher R,Ellis,CR,"Department of Pharmaceutical Sciences, University of Maryland School of Pharmacy, Baltimore, Maryland, 21201."
28370344,2,Cheng-Chieh,Tsai,CC,"Department of Pharmaceutical Sciences, University of Maryland School of Pharmacy, Baltimore, Maryland, 21201."
28370344,3,Fang-Yu,Lin,FY,"Department of Pharmaceutical Sciences, University of Maryland School of Pharmacy, Baltimore, Maryland, 21201."
28370344,4,Jana,Shen,J,"Department of Pharmaceutical Sciences, University of Maryland School of Pharmacy, Baltimore, Maryland, 21201."
28371615,1,Joseph,Ward,J,"Genetics and Aging Research Unit, MassGeneral Institute for Neurodegenerative Disease, Department of Neurology, Massachusetts General Hospital and Harvard Medical School, Charlestown, MA 02129, USA."
28371615,2,Haizhi,Wang,H,"Department of Biology, College of Art and Sciences, Drexel University, Philadelphia, PA 19104, USA."
28371615,3,Aleister J,Saunders,AJ,"Department of Biology, College of Art and Sciences, Drexel University, Philadelphia, PA 19104, USA."
28371615,4,Rudolph E,Tanzi,RE,"Genetics and Aging Research Unit, MassGeneral Institute for Neurodegenerative Disease, Department of Neurology, Massachusetts General Hospital and Harvard Medical School, Charlestown, MA 02129, USA."
28371615,5,Can,Zhang,C,"Genetics and Aging Research Unit, MassGeneral Institute for Neurodegenerative Disease, Department of Neurology, Massachusetts General Hospital and Harvard Medical School, Charlestown, MA 02129, USA."
28381772,1,Shinsuke,Marumoto,S,"Joint Research Center, Kindai University (Former name: Kinki University)."
28381772,2,Yoshiharu,Okuno,Y,"Department of Materials Science, Wakayama National College of Technology."
28381772,3,Mitsuo,Miyazawa,M,"Graduate School of Materials Science, Nara Institute of Science and Technology."
28384043,1,Simin,Rahimi-Aliabadi,S,"1 Department of Medical Genetics, School of Medicine, Shahid Beheshti University of Medical Sciences , Tehran, Iran ."
28384043,2,Neda,Shahmohammadibeni,N,"2 Cellular and Molecular Biology Research Center, Babol University of Medical Sciences , Babol, Iran ."
28384043,3,Javad,Jamshidi,J,"3 Noncommunicable Diseases Research Center, Fasa University of Medical Sciences , Fasa, Iran ."
28384043,4,Ehsan Esmaili,Shandiz,EE,"4 Department of Neurology, Ganjavian Hospital, Dezful University of Medical Sciences , Dezful, Iran ."
28384043,5,Reza,Mirfakhraie,R,"1 Department of Medical Genetics, School of Medicine, Shahid Beheshti University of Medical Sciences , Tehran, Iran ."
28384043,6,Mina,Ohadi,M,"5 Iranian Research Center on Aging, University of Social Welfare and Rehabilitation Sciences , Tehran, Iran ."
28384043,7,Farhad Ramezani,Nejad,FR,"6 The Charitable Institute for Protecting of Social Victims (Saray-e-Ehsan) , Tehran, Iran ."
28384043,8,Nader,Mansoori,N,"6 The Charitable Institute for Protecting of Social Victims (Saray-e-Ehsan) , Tehran, Iran ."
28384043,9,Mohammad,Taheri,M,"1 Department of Medical Genetics, School of Medicine, Shahid Beheshti University of Medical Sciences , Tehran, Iran ."
28384043,10,Fatemeh,Gholipour,F,"7 Department of Psychiatry, Emam Hossien Hospital, Shahid Beheshti University of Medical Sciences , Tehran, Iran ."
28384043,11,Susan,Moudi,S,"8 Social Determinants of Health Research Center, Health Research Institute, Babol University of Medical Sciences , Babol, Iran ."
28384043,12,Gouya,Tayebi,G,"9 Department of Psychiatry, Faculty of Medicine, Babol University of Medical Sciences , Babol, Iran ."
28384043,13,Shahram,Divsalar,S,"10 Zareh Hospital, Mazandaran University of Medical Sciences , Sari, Iran ."
28384043,14,Hossein,Darvish,H,"1 Department of Medical Genetics, School of Medicine, Shahid Beheshti University of Medical Sciences , Tehran, Iran ."
28384043,15,Abolfazl,Movafagh,A,"1 Department of Medical Genetics, School of Medicine, Shahid Beheshti University of Medical Sciences , Tehran, Iran ."
28413985,1,Siva Sundara Kumar,Durairajan,SSK,"Centre for Parkinson's Disease Research, School of Chinese Medicine, Hong Kong Baptist University, No.7, Baptist University Road, Kowloon Tong, Hong Kong. China."
28413985,2,Venkat Reddy,Chirasani,VR,"Department of Biotechnology, Indian Institute of Technology Madras, Chennai. India."
28413985,3,Sravan Gopalakrishnan,Shetty,SG,"Neuroscience Research Laboratory, Mr. & Mrs. Ko Chi-Ming Centre for Parkinson's Disease Research, School of Chinese Medicine, Hong Kong Baptist University, Kowloon Tong, Hong Kong. China."
28413985,4,Ashok,Iyaswamy,A,"Neuroscience Research Laboratory, Mr. & Mrs. Ko Chi-Ming Centre for Parkinson's Disease Research, School of Chinese Medicine, Hong Kong Baptist University, Kowloon Tong, Hong Kong. China."
28413985,5,Sandeep,Malampati,S,"Neuroscience Research Laboratory, Mr. & Mrs. Ko Chi-Ming Centre for Parkinson's Disease Research, School of Chinese Medicine, Hong Kong Baptist University, Kowloon Tong, Hong Kong. China."
28413985,6,Juxian,Song,J,"Neuroscience Research Laboratory, Mr. & Mrs. Ko Chi-Ming Centre for Parkinson's Disease Research, School of Chinese Medicine, Hong Kong Baptist University, Kowloon Tong, Hong Kong. China."
28413985,7,Liangfeng,Liu,L,"Neuroscience Research Laboratory, Mr. & Mrs. Ko Chi-Ming Centre for Parkinson's Disease Research, School of Chinese Medicine, Hong Kong Baptist University, Kowloon Tong, Hong Kong. China."
28413985,8,Jiandong,Huang,J,"Department of Biochemistry, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Pokfulam Road, Hong Kong. China."
28413985,9,Sanjib,Senapati,S,"Department of Biotechnology, Indian Institute of Technology Madras, Chennai. India."
28413985,10,Min,Li,M,"Centre for Parkinson's Disease Research, School of Chinese Medicine, Hong Kong Baptist University, No.7, Baptist University Road, Kowloon Tong, Hong Kong. China."
28413992,1,Syed Sayeed,Ahmad,SS,"Department of Bioengineering, Faculty of Engineering, Integral University, Lucknow, India."
28413992,2,Salman,Akhtar,S,"Department of Bioengineering, Faculty of Engineering, Integral University, Lucknow, India."
28413992,3,Syed Mohd,Danish Rizvi,SM,"Department of Pharmacology and Toxicology, College of Pharmacy, University of Hail, Hail, Saudi Arabia."
28413992,4,Mohammad A,Kamal,MA,"King Fahd Medical Research Center, King Abdulaziz University, P.O. Box 80216, Jeddah 21589, Saudi Arabia."
28413992,5,Usman,Sayeed,U,"Department of Bioengineering, Faculty of Engineering, Integral University, Lucknow, India."
28413992,6,Mohd Kalim A,Khan,MKA,"Department of Bioengineering, Faculty of Engineering, Integral University, Lucknow, India."
28413992,7,Mohd Haris,Siddiqui,MH,"Department of Bioengineering, Faculty of Engineering, Integral University, Lucknow, India."
28413992,8,Jamal M,Arif,JM,"1Department of Bioengineering, Faculty of Engineering, Integral University, Lucknow, India."
28427814,1,Arun K,Ghosh,AK,"Department of Chemistry, Purdue University, West Lafayette, IN 47907, United States; Department of Medicinal Chemistry, Purdue University, West Lafayette, IN 47907, United States. Electronic address: akghosh@purdue.edu."
28427814,2,Margherita,Brindisi,M,"Department of Chemistry, Purdue University, West Lafayette, IN 47907, United States."
28427814,3,Yu-Chen,Yen,YC,"Department of Biological Sciences, Purdue University, West Lafayette, IN 47907, United States."
28427814,4,Emilio L,Cárdenas,EL,"Department of Chemistry, Purdue University, West Lafayette, IN 47907, United States."
28427814,5,Jean-Rene,Ella-Menye,JR,"Department of Chemistry, Purdue University, West Lafayette, IN 47907, United States."
28427814,6,Nagaswamy,Kumaragurubaran,N,"Department of Chemistry, Purdue University, West Lafayette, IN 47907, United States."
28427814,7,Xiangping,Huang,X,"Protein Studies Program, Oklahoma Medical Research Foundation, United States."
28427814,8,Jordan,Tang,J,"Protein Studies Program, Oklahoma Medical Research Foundation, United States; Department of Biochemistry and Molecular Biology, University of Oklahoma Health Science Center, Oklahoma City, OK 73104, United States."
28427814,9,Andrew D,Mesecar,AD,"Department of Chemistry, Purdue University, West Lafayette, IN 47907, United States; Department of Biological Sciences, Purdue University, West Lafayette, IN 47907, United States; Department of Biochemistry, Purdue University, West Lafayette, IN 47907, United States."
28432138,1,Seung Hyun,Baek,SH,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,2,So Jung,Park,SJ,"Graduate School of East-West Medical Science, Kyung Hee University, 17104 Korea."
28432138,3,Jae In,Jeong,JI,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,4,Sung Hyun,Kim,SH,"Department of Physiology, School of Medicine, Kyung Hee University, 02447 Korea."
28432138,5,Jihoon,Han,J,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,6,Jae Won,Kyung,JW,"Department of Physiology, School of Medicine, Kyung Hee University, 02447 Korea."
28432138,7,Sang-Ha,Baik,SH,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,8,Yuri,Choi,Y,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,9,Bo Youn,Choi,BY,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,10,Jin Su,Park,JS,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,11,Gahee,Bahn,G,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,12,Ji Hyun,Shin,JH,"Graduate School of East-West Medical Science, Kyung Hee University, 17104 Korea."
28432138,13,Doo Sin,Jo,DS,"Graduate School of East-West Medical Science, Kyung Hee University, 17104 Korea."
28432138,14,Joo-Yong,Lee,JY,"Department of Neurology, University of Ulsan College of Medicine, Asan Medical Center, 05505 Korea."
28432138,15,Choon-Gon,Jang,CG,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,16,Thiruma V,Arumugam,TV,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,17,Jongpil,Kim,J,"Department of Biomedical Engineering (BK21 Plus Team), Dongguk University, Seoul, 100-715 Korea."
28432138,18,Jeung-Whan,Han,JW,"School of Pharmacy, Sungkyunkwan University, 16419 Korea."
28432138,19,Jae-Young,Koh,JY,"Department of Neurology, University of Ulsan College of Medicine, Asan Medical Center, 05505 Korea."
28432138,20,Dong-Hyung,Cho,DH,"Graduate School of East-West Medical Science, Kyung Hee University, 17104 Korea, dhcho@khu.ac.kr jodg@skku.edu."
28432138,21,Dong-Gyu,Jo,DG,"School of Pharmacy, Sungkyunkwan University, 16419 Korea, dhcho@khu.ac.kr jodg@skku.edu."
28434245,1,Yan,Li,Y,"Early Clinical Development, IMED Biotech Unit, AstraZeneca, Waltham, MA, USA 02451."
28434245,2,Paul H,Severin,PH,"Clinical Laboratories, Covance Laboratories, Inc., Madison, WI, USA 53704."
28434245,3,Mark R,Hoffmann,MR,"Clinical Laboratories, Covance Laboratories, Inc., Madison, WI, USA 53704."
28434245,4,Dennis L,Miller,DL,"Clinical Laboratories, Covance Laboratories, Inc., Madison, WI, USA 53704."
28434245,5,Scott A,Monk,SA,"Drug Disposition, Lilly Research Laboratories, Eli Lilly & Company, Indianapolis, IN, USA 46285."
28434245,6,Alan R,Kugler,AR,"Clinical Pharmacology, Coastal Pharma Group, Concord, MA, USA 01742."
28455102,1,Lihong,Chen,L,"Fujian Institute of Chinese Medicine, Fujian University of Traditional Chinese Medicine, Fujian, 350003, China."
28455102,2,Junshan,Huang,J,"Fujian Institute of Chinese Medicine, Fujian University of Traditional Chinese Medicine, Fujian, 350003, China. Electronic address: hjsh0908@163.com."
28455102,3,Lanfang,Yang,L,"Fujian Institute of Chinese Medicine, Fujian University of Traditional Chinese Medicine, Fujian, 350003, China."
28455102,4,Xue-Ai,Zeng,XA,"Fujian Institute of Chinese Medicine, Fujian University of Traditional Chinese Medicine, Fujian, 350003, China."
28455102,5,Ya,Zhang,Y,"Fujian Institute of Chinese Medicine, Fujian University of Traditional Chinese Medicine, Fujian, 350003, China."
28455102,6,Xiufeng,Wang,X,"Fujian Institute of Chinese Medicine, Fujian University of Traditional Chinese Medicine, Fujian, 350003, China."
28455102,7,Mingqi,Chen,M,"Fujian Institute of Chinese Medicine, Fujian University of Traditional Chinese Medicine, Fujian, 350003, China."
28455102,8,Xing,Li,X,"Fujian Institute of Chinese Medicine, Fujian University of Traditional Chinese Medicine, Fujian, 350003, China."
28455102,9,Yifan,Zhang,Y,"Fujian Institute of Chinese Medicine, Fujian University of Traditional Chinese Medicine, Fujian, 350003, China."
28455102,10,Min,Zhang,M,"Fujian Institute of Chinese Medicine, Fujian University of Traditional Chinese Medicine, Fujian, 350003, China."
28457944,1,Melike,Yuksel,M,"Department of Biochemistry, School of Pharmacy, Hacettepe University, 06100, Ankara, Turkey. Electronic address: melike.ytek@hacettepe.edu.tr."
28457944,2,Kevser,Biberoglu,K,"Department of Biochemistry, School of Pharmacy, Hacettepe University, 06100, Ankara, Turkey."
28457944,3,Seda,Onder,S,"Department of Biochemistry, School of Pharmacy, Hacettepe University, 06100, Ankara, Turkey."
28457944,4,K Gonca,Akbulut,KG,"Department of Physiology, School of Medicine, Gazi University, Ankara, Turkey."
28457944,5,Ozden,Tacal,O,"Department of Biochemistry, School of Pharmacy, Hacettepe University, 06100, Ankara, Turkey. Electronic address: tacal@hacettepe.edu.tr."
28469554,1,Riqiang,Yan,R,"Department of Neurosciences, Lerner Research Institute, Cleveland Clinic Foundation, ClevelandOH, USA."
28489589,1,Ji Yeon,Choi,JY,"College of Pharmacy and Medical Research Center, Chungbuk National University, Osong-eup, Heungdeok-gu, Cheongju, Chungbuk 28160, Republic of Korea."
28489589,2,Chul Ju,Hwang,CJ,"College of Pharmacy and Medical Research Center, Chungbuk National University, Osong-eup, Heungdeok-gu, Cheongju, Chungbuk 28160, Republic of Korea."
28489589,3,Hee Pom,Lee,HP,"College of Pharmacy and Medical Research Center, Chungbuk National University, Osong-eup, Heungdeok-gu, Cheongju, Chungbuk 28160, Republic of Korea."
28489589,4,Hee Sik,Kim,HS,"Sustainable Bioresource Research Center, Korea Research Institute of Bioscience and Biotechnology (KRIBB), Yuseoung, Daejeon 305-806, Republic of Korea."
28489589,5,Sang-Bae,Han,SB,"College of Pharmacy and Medical Research Center, Chungbuk National University, Osong-eup, Heungdeok-gu, Cheongju, Chungbuk 28160, Republic of Korea."
28489589,6,Jin Tae,Hong,JT,"College of Pharmacy and Medical Research Center, Chungbuk National University, Osong-eup, Heungdeok-gu, Cheongju, Chungbuk 28160, Republic of Korea."
28502705,1,Zhemin,Shi,Z,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,2,Yuheng,Hong,Y,"School of Medical Imaging, Tianjin Medical University, Tianjin 300203, China."
28502705,3,Kun,Zhang,K,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,4,Jingzhao,Wang,J,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,5,Lina,Zheng,L,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,6,Zhen,Zhang,Z,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,7,Zhimei,Hu,Z,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,8,Xiaohui,Han,X,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,9,Yawei,Han,Y,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,10,Ting,Chen,T,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,11,Qingbin,Yao,Q,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,12,Hongmei,Cui,H,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China."
28502705,13,Wei,Hong,W,"Department of Histology and Embryology, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China. Electronic address: hongwei@tijmu.edu.cn."
28508374,1,Nehme,El-Hachem,N,"Integrative Computational Systems Biology, Institut de Recherches Cliniques de Montreal, Montreal, QC, Canada."
28508374,2,Benjamin,Haibe-Kains,B,"Department of Medical Biophysics, University of Toronto, Toronto, ON, Canada."
28508374,3,Athar,Khalil,A,"Department of Biochemistry and Molecular Genetics, American University of Beirut, DTS4-19A, Bliss Street, Riad El Solh, Beirut, 1107 2020, Lebanon."
28508374,4,Firas H,Kobeissy,FH,"Department of Biochemistry and Molecular Genetics, Faculty of Medicine, American University of Beirut, Beirut, Lebanon."
28508374,5,Georges,Nemer,G,"Department of Biochemistry and Molecular Genetics, American University of Beirut, DTS4-19A, Bliss Street, Riad El Solh, Beirut, 1107 2020, Lebanon. gn08@aub.edu.lb."
28528948,1,Sandipan,Chakraborty,S,"Department of Microbiology, University of Calcutta, 35 Ballygunge Circular Road, Kolkata 700 019, India. Electronic address: sandipanchakraborty.13@gmail.com."
28528948,2,Soumalee,Basu,S,"Department of Microbiology, University of Calcutta, 35 Ballygunge Circular Road, Kolkata 700 019, India. Electronic address: soumalee@gmail.com."
28539221,1,Tu Cam,Le,TC,"Department of Chemistry and Nano Science, Ewha Womans University, Seoul 03760, Republic of Korea."
28539221,2,Chae-Yoon,Yim,CY,"Department of Chemistry and Nano Science, Ewha Womans University, Seoul 03760, Republic of Korea."
28539221,3,Songhee,Park,S,"College of Pharmacy, Yeungnam University, Gyeongsan 38541, Republic of Korea."
28539221,4,Nikita,Katila,N,"College of Pharmacy, Yeungnam University, Gyeongsan 38541, Republic of Korea."
28539221,5,Inho,Yang,I,"Department of Chemistry and Nano Science, Ewha Womans University, Seoul 03760, Republic of Korea."
28539221,6,Myoung Chong,Song,MC,"Department of Chemistry and Nano Science, Ewha Womans University, Seoul 03760, Republic of Korea."
28539221,7,Yeo Joon,Yoon,YJ,"Department of Chemistry and Nano Science, Ewha Womans University, Seoul 03760, Republic of Korea."
28539221,8,Dong-Young,Choi,DY,"College of Pharmacy, Yeungnam University, Gyeongsan 38541, Republic of Korea."
28539221,9,Hyukjae,Choi,H,"College of Pharmacy, Yeungnam University, Gyeongsan 38541, Republic of Korea. Electronic address: h5choi@yu.ac.kr."
28539221,10,Sang-Jip,Nam,SJ,"Department of Chemistry and Nano Science, Ewha Womans University, Seoul 03760, Republic of Korea. Electronic address: sjnam@ewah.ac.kr."
28539221,11,William,Fenical,W,"Center for Marine Biotechnology and Biomedicine, Scripps Institution of Oceanography, University of California-San Diego, CA 92093-0204, USA. Electronic address: wfenical@ucsd.edu."
28576634,1,Su Hui,Seong,SH,"Department of Food and Life Science, Pukyong National University, Busan 608-737, Republic of Korea."
28576634,2,Md Yousof,Ali,MY,"Department of Food and Life Science, Pukyong National University, Busan 608-737, Republic of Korea."
28576634,3,Hyeung-Rak,Kim,HR,"Department of Food and Life Science, Pukyong National University, Busan 608-737, Republic of Korea."
28576634,4,Hyun Ah,Jung,HA,"Department of Food Science and Human Nutrition, Chonbuk National University, Jeonju 561-756, Republic of Korea. Electronic address: jungha@jbnu.ac.kr."
28576634,5,Jae Sue,Choi,JS,"Department of Food and Life Science, Pukyong National University, Busan 608-737, Republic of Korea. Electronic address: choijs@pknu.ac.kr."
28589255,1,Himanshu Kumar,Bhakta,HK,"Department of Food and Life Science, Pukyong National University, Busan, 608-737, Republic of Korea."
28589255,2,Chan Hum,Park,CH,"Department of Medicinal Crop Research, National Institute of Horticultural and Herbal Science, Rural Development Administration, Eumseong, 369-873, Republic of Korea."
28589255,3,Takako,Yokozawa,T,"Graduate School of Science and Engineering for Research, University of Toyama, Toyama, 930-8555, Japan."
28589255,4,Takashi,Tanaka,T,"Graduate School of Biomedical Sciences, Nagasaki University, Nagasaki, 852-8521, Japan."
28589255,5,Hyun Ah,Jung,HA,"Department of Food Science and Human Nutrition, Chonbuk National University, Jeonju, 561-756, Republic of Korea. jungha@jbnu.ac.kr."
28589255,6,Jae Sue,Choi,JS,"Department of Food and Life Science, Pukyong National University, Busan, 608-737, Republic of Korea. choijs@pknu.ac.kr."
28589443,1,Magdalena,Markowicz-Piasecka,M,"Laboratory of Bioanalysis, Department of Pharmaceutical Chemistry Drug Analysis and Radiopharmacy, Medical University of Lodz, Muszynskiego 1, 90-151, Lodz, Poland. magdalena.markowicz@umed.lodz.pl."
28589443,2,Joanna,Sikora,J,"Laboratory of Bioanalysis, Department of Pharmaceutical Chemistry Drug Analysis and Radiopharmacy, Medical University of Lodz, Muszynskiego 1, 90-151, Lodz, Poland."
28589443,3,Aleksandra,Szydłowska,A,"Laboratory of Bioanalysis, Department of Pharmaceutical Chemistry Drug Analysis and Radiopharmacy, Medical University of Lodz, Muszynskiego 1, 90-151, Lodz, Poland."
28589443,4,Agata,Skupień,A,"Laboratory of Bioanalysis, Department of Pharmaceutical Chemistry Drug Analysis and Radiopharmacy, Medical University of Lodz, Muszynskiego 1, 90-151, Lodz, Poland."
28589443,5,Elżbieta,Mikiciuk-Olasik,E,"Department of Pharmaceutical Chemistry, Drug Analysis and Radiopharmacy, Medical University of Lodz, ul., Muszyńskiego 1, 90-151, Lodz, Poland."
28589443,6,Kristiina M,Huttunen,KM,"School Of Pharmacy, Faculty of Health Sciences, University of Eastern Finland,, Yliopistonranta 1C, POB 1627, 70211, Kuopio, Finland."
28600778,1,Thanchanok,Puksasook,T,"Department of Pharmacognosy, Faculty of Pharmacy, Mahidol University, Bangkok, 10400, Thailand."
28600778,2,Shinya,Kimura,S,"Graduate School of Pharmaceutical Sciences, Meiji Pharmaceutical University, Tokyo, 204-8588, Japan."
